S. No,Filing Number,Date of Listing,Date of Upload,Order/Judgement
695,2401105002362022,29-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003422022/04/Order-Challenge/04_order-Challange_004_165658747884198628362bd84d69e81a.pdf
696,2401105002362022,04-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003422022/04/Order-Challenge/04_order-Challange_004_16517326661464665312627370ba622d3.pdf
697,2401105002362022,14-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003422022/04/Order-Challenge/04_order-Challange_004_16473432618899563416230769d7d4c3.pdf
698,2401105002372022,07-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003512022/04/Order-Challenge/04_order-Challange_004_164673464377772977162272d331f2ba.pdf
699,2401105002382022,06-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003542022/04/Order-Challenge/04_order-Challange_004_1652180278861138167627a4536101ac.pdf
700,2401105002382022,07-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003542022/04/Order-Challenge/04_order-Challange_004_164673208316016436562272333d217d.pdf
701,2401105002392022,23-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003562022/04/Order-Challenge/04_order-Challange_004_164577924212701989046218992adfa6a.pdf
702,2401105002402022,23-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003572022/04/Order-Challenge/04_order-Challange_004_164577921115787126816218990b53059.pdf
703,2401105002412022,23-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003582022/04/Order-Challenge/04_order-Challange_004_1645703142112976861662176fe6610a0.pdf
704,2401105002402022,23-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003572022/04/Order-Challenge/04_order-Challange_004_164577921115787126816218990b53059.pdf
705,2401105002422022,04-07-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_16886439416389834664a6a965482d1.pdf
706,2401105002422022,26-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_16836142599249509316459ea3348daa.pdf
707,2401105002422022,13-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_1676547259154284450563ee14bb34ec2.pdf
708,2401105002422022,12-12-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_167101805615026690346399b648a0378.pdf
709,2401105002422022,10-10-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_16655760246491377826346ac581fd53.pdf
710,2401105002422022,17-08-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_16611672595582504906303669b7f19d.pdf
711,2401105002422022,22-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_1655966038170974062162b40956c5d93.pdf
712,2401105002422022,20-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_165062181683255962462627d78f3b57.pdf
713,2401105002422022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_16456104381173598055621605c626e06.pdf
714,2401105002412022,23-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003582022/04/Order-Challenge/04_order-Challange_004_1645703142112976861662176fe6610a0.pdf
715,2401105002422022,04-07-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_16886439416389834664a6a965482d1.pdf
716,2401105002422022,26-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_16836142599249509316459ea3348daa.pdf
717,2401105002422022,13-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_1676547259154284450563ee14bb34ec2.pdf
718,2401105002422022,12-12-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_167101805615026690346399b648a0378.pdf
719,2401105002422022,10-10-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_16655760246491377826346ac581fd53.pdf
720,2401105002422022,17-08-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_16611672595582504906303669b7f19d.pdf
721,2401105002422022,22-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_1655966038170974062162b40956c5d93.pdf
722,2401105002422022,20-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_165062181683255962462627d78f3b57.pdf
723,2401105002422022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003552022/04/Order-Challenge/04_order-Challange_004_16456104381173598055621605c626e06.pdf
724,2401105002432022,15-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003602022/04/Order-Challenge/04_order-Challange_004_16450130221727779620620ce81ed8d69.pdf
725,2401105002442022,15-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003612022/04/Order-Challenge/04_order-Challange_004_16450130841755653549620ce85c7685a.pdf
726,2401105002442022,15-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003612022/04/Order-Challenge/04_order-Challange_004_16450130841755653549620ce85c7685a.pdf
727,2401105002442022,15-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003612022/04/Order-Challenge/04_order-Challange_004_16450130841755653549620ce85c7685a.pdf
728,2401105002442022,15-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003612022/04/Order-Challenge/04_order-Challange_004_16450130841755653549620ce85c7685a.pdf
729,2401105002442022,15-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003612022/04/Order-Challenge/04_order-Challange_004_16450130841755653549620ce85c7685a.pdf
730,2401105002442022,15-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003612022/04/Order-Challenge/04_order-Challange_004_16450130841755653549620ce85c7685a.pdf
731,2401105002482022,14-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1655374039142926020062ab00d770232.pdf
732,2401105002482022,31-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16540840881756127088629751f8c7a79.pdf
733,2401105002482022,28-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1651228980488951440626bc13475d4e.pdf
734,2401105002482022,01-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164889746575963708562482db96493e.pdf
735,2401105002482022,28-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164854845212134196646242da640a671.pdf
736,2401105002482022,23-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16457788971966432263621897d18a85d.pdf
737,2401105002482022,14-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1655374039142926020062ab00d770232.pdf
738,2401105002482022,31-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16540840881756127088629751f8c7a79.pdf
739,2401105002482022,28-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1651228980488951440626bc13475d4e.pdf
740,2401105002482022,01-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164889746575963708562482db96493e.pdf
741,2401105002482022,28-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164854845212134196646242da640a671.pdf
742,2401105002482022,23-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16457788971966432263621897d18a85d.pdf
743,2401105002482022,14-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1655374039142926020062ab00d770232.pdf
744,2401105002482022,31-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16540840881756127088629751f8c7a79.pdf
745,2401105002482022,28-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1651228980488951440626bc13475d4e.pdf
746,2401105002482022,01-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164889746575963708562482db96493e.pdf
747,2401105002482022,28-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164854845212134196646242da640a671.pdf
748,2401105002482022,23-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16457788971966432263621897d18a85d.pdf
749,2401105002482022,14-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1655374039142926020062ab00d770232.pdf
750,2401105002482022,31-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16540840881756127088629751f8c7a79.pdf
751,2401105002482022,28-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1651228980488951440626bc13475d4e.pdf
752,2401105002482022,01-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164889746575963708562482db96493e.pdf
753,2401105002482022,28-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164854845212134196646242da640a671.pdf
754,2401105002482022,23-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16457788971966432263621897d18a85d.pdf
755,2401105002482022,14-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1655374039142926020062ab00d770232.pdf
756,2401105002482022,31-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16540840881756127088629751f8c7a79.pdf
757,2401105002482022,28-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1651228980488951440626bc13475d4e.pdf
758,2401105002482022,01-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164889746575963708562482db96493e.pdf
759,2401105002482022,28-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164854845212134196646242da640a671.pdf
760,2401105002482022,23-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16457788971966432263621897d18a85d.pdf
761,2401105002482022,14-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1655374039142926020062ab00d770232.pdf
762,2401105002482022,31-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16540840881756127088629751f8c7a79.pdf
763,2401105002482022,28-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1651228980488951440626bc13475d4e.pdf
764,2401105002482022,01-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164889746575963708562482db96493e.pdf
765,2401105002482022,28-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164854845212134196646242da640a671.pdf
766,2401105002482022,23-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16457788971966432263621897d18a85d.pdf
767,2401105002482022,14-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1655374039142926020062ab00d770232.pdf
768,2401105002482022,31-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16540840881756127088629751f8c7a79.pdf
769,2401105002482022,28-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1651228980488951440626bc13475d4e.pdf
770,2401105002482022,01-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164889746575963708562482db96493e.pdf
771,2401105002482022,28-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164854845212134196646242da640a671.pdf
772,2401105002482022,23-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16457788971966432263621897d18a85d.pdf
773,2401105002482022,14-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1655374039142926020062ab00d770232.pdf
774,2401105002482022,31-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16540840881756127088629751f8c7a79.pdf
775,2401105002482022,28-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1651228980488951440626bc13475d4e.pdf
776,2401105002482022,01-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164889746575963708562482db96493e.pdf
777,2401105002482022,28-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164854845212134196646242da640a671.pdf
778,2401105002482022,23-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16457788971966432263621897d18a85d.pdf
779,2401105002482022,14-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1655374039142926020062ab00d770232.pdf
780,2401105002482022,31-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16540840881756127088629751f8c7a79.pdf
781,2401105002482022,28-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_1651228980488951440626bc13475d4e.pdf
782,2401105002482022,01-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164889746575963708562482db96493e.pdf
783,2401105002482022,28-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_164854845212134196646242da640a671.pdf
784,2401105002482022,23-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003652022/04/Order-Challenge/04_order-Challange_004_16457788971966432263621897d18a85d.pdf
785,2401105002592022,23-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003782022/04/Order-Challenge/04_order-Challange_004_16482027361895883801623d93f067847.pdf
786,2401105002592022,03-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003782022/04/Order-Challenge/04_order-Challange_004_164639170016195062326221f19432cf8.pdf
787,2401105002592022,02-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003782022/04/Order-Challenge/04_order-Challange_004_1646304161140098116662209ba17f0f6.pdf
788,2401105002592022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003782022/04/Order-Challenge/04_order-Challange_004_1645780765173201588662189f1dcbe57.pdf
789,2401105002622022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003802022/04/Order-Challenge/04_order-Challange_004_16456995955375366556217620bcd680.pdf
790,2401105002622022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003802022/04/Order-Challenge/04_order-Challange_004_16456995955375366556217620bcd680.pdf
791,2401105002622022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003802022/04/Order-Challenge/04_order-Challange_004_16456995955375366556217620bcd680.pdf
792,2401105002622022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003802022/04/Order-Challenge/04_order-Challange_004_16456995955375366556217620bcd680.pdf
793,2401105002622022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003802022/04/Order-Challenge/04_order-Challange_004_16456995955375366556217620bcd680.pdf
794,2401105002622022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003802022/04/Order-Challenge/04_order-Challange_004_16456995955375366556217620bcd680.pdf
795,2401105002622022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003802022/04/Order-Challenge/04_order-Challange_004_16456995955375366556217620bcd680.pdf
796,2401105002622022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003802022/04/Order-Challenge/04_order-Challange_004_16456995955375366556217620bcd680.pdf
797,2401105002622022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003802022/04/Order-Challenge/04_order-Challange_004_16456995955375366556217620bcd680.pdf
798,2401105002622022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003802022/04/Order-Challenge/04_order-Challange_004_16456995955375366556217620bcd680.pdf
799,2401105002622022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003802022/04/Order-Challenge/04_order-Challange_004_16456995955375366556217620bcd680.pdf
800,2401105002622022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003802022/04/Order-Challenge/04_order-Challange_004_16456995955375366556217620bcd680.pdf
801,2401105002622022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003802022/04/Order-Challenge/04_order-Challange_004_16456995955375366556217620bcd680.pdf
802,2401105002622022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003802022/04/Order-Challenge/04_order-Challange_004_16456995955375366556217620bcd680.pdf
803,2401105002622022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003802022/04/Order-Challenge/04_order-Challange_004_16456995955375366556217620bcd680.pdf
804,2401105002622022,22-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003802022/04/Order-Challenge/04_order-Challange_004_16456995955375366556217620bcd680.pdf
805,2401105002712022,14-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003992022/04/Order-Challenge/04_order-Challange_004_16686632468299404146375c7ce055b2.pdf
806,2401105002712022,03-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003992022/04/Order-Challenge/04_order-Challange_004_166780500615367321456368af4e22892.pdf
807,2401105002712022,17-10-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003992022/04/Order-Challenge/04_order-Challange_004_1666160798798366823634f989e8a5d1.pdf
808,2401105002712022,18-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003992022/04/Order-Challenge/04_order-Challange_004_1658311404160918520562d7d2ec89d96.pdf
809,2401105002712022,10-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003992022/04/Order-Challenge/04_order-Challange_004_1655114801173284443362a70c31d1288.pdf
810,2401105002712022,27-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003992022/04/Order-Challenge/04_order-Challange_004_1651225582150527949626bb3ee7c1af.pdf
811,2401105002712022,11-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003992022/04/Order-Challenge/04_order-Challange_004_1647253015709216095622f161727202.pdf
812,2401105002712022,25-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003992022/04/Order-Challenge/04_order-Challange_004_164585310816916906496219b9b42fd37.pdf
813,2401105002712022,14-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003992022/04/Order-Challenge/04_order-Challange_004_16686632468299404146375c7ce055b2.pdf
814,2401105002712022,03-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003992022/04/Order-Challenge/04_order-Challange_004_166780500615367321456368af4e22892.pdf
815,2401105002712022,17-10-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003992022/04/Order-Challenge/04_order-Challange_004_1666160798798366823634f989e8a5d1.pdf
816,2401105002712022,18-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003992022/04/Order-Challenge/04_order-Challange_004_1658311404160918520562d7d2ec89d96.pdf
817,2401105002712022,10-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003992022/04/Order-Challenge/04_order-Challange_004_1655114801173284443362a70c31d1288.pdf
818,2401105002712022,27-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003992022/04/Order-Challenge/04_order-Challange_004_1651225582150527949626bb3ee7c1af.pdf
819,2401105002712022,11-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003992022/04/Order-Challenge/04_order-Challange_004_1647253015709216095622f161727202.pdf
820,2401105002712022,25-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003992022/04/Order-Challenge/04_order-Challange_004_164585310816916906496219b9b42fd37.pdf
821,2401105002742022,09-08-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003902022/04/Order-Challenge/04_order-Challange_004_1691993103129969551164d9c40f240f2.pdf
822,2401105002742022,21-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003902022/04/Order-Challenge/04_order-Challange_004_1687503277916152531649541ad09848.pdf
823,2401105002742022,12-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003902022/04/Order-Challenge/04_order-Challange_004_1681884345398361218643f84b9218a8.pdf
824,2401105002742022,31-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105003902022/04/Order-Challenge/04_order-Challange_004_1675315057136810418563db477165694.pdf
